year,month,day,hour,minute,second,dayofweek,FC1_Read_Input_Register,FC2_Read_Discrete_Value,FC3_Read_Holding_Register,FC4_Read_Coil,label
0.0,1.0,0.93333334,0.0,0.5762712,0.016949153,0.0,0.28181222,0.32555124,0.98225296,0.706981,1
0.0,1.0,0.93333334,0.0,0.5762712,0.050847456,0.0,0.28181222,0.32555124,0.98225296,0.706981,1
0.0,1.0,0.93333334,0.0,0.5762712,0.06779661,0.0,0.20246288,0.85650414,0.24591039,0.92370486,1
0.0,1.0,0.93333334,0.0,0.5762712,0.06779661,0.0,0.6141486,0.19417106,0.6646829,0.2554513,1
0.0,1.0,0.93333334,0.0,0.5762712,0.10169491,0.0,0.6238536,0.45523766,0.6533907,0.5434348,1
0.0,1.0,0.93333334,0.0,0.5762712,0.10169491,0.0,0.6141486,0.19417106,0.6646829,0.2554513,1
0.0,1.0,0.93333334,0.0,0.5762712,0.13559322,0.0,0.6141486,0.19417106,0.6646829,0.2554513,1
0.0,1.0,0.93333334,0.0,0.5762712,0.13559322,0.0,0.6238536,0.45523766,0.6533907,0.5434348,1
0.0,1.0,0.93333334,0.0,0.5762712,0.15254237,0.0,0.6141486,0.19417106,0.6646829,0.2554513,1
0.0,1.0,0.93333334,0.0,0.5762712,0.16949153,0.0,0.6238536,0.45523766,0.6533907,0.5434348,1
0.0,1.0,0.93333334,0.0,0.5762712,0.18644068,0.0,0.43793204,0.7477836,0.29423794,0.37850004,1
0.0,1.0,0.93333334,0.0,0.5762712,0.20338982,0.0,0.6238536,0.45523766,0.6533907,0.5434348,1
0.0,1.0,0.93333334,0.0,0.5762712,0.22033899,0.0,0.43793204,0.7477836,0.29423794,0.37850004,1
0.0,1.0,0.93333334,0.0,0.5762712,0.23728813,0.0,0.37530708,0.8243992,0.7833272,0.2147097,1
0.0,1.0,0.93333334,0.0,0.5762712,0.23728813,0.0,0.43793204,0.7477836,0.29423794,0.37850004,1
0.0,1.0,0.93333334,0.0,0.5762712,0.27118644,0.0,0.43793204,0.7477836,0.29423794,0.37850004,1
0.0,1.0,0.93333334,0.0,0.5762712,0.27118644,0.0,0.37530708,0.8243992,0.7833272,0.2147097,1
0.0,1.0,0.93333334,0.0,0.5762712,0.30508474,0.0,0.37530708,0.8243992,0.7833272,0.2147097,1
0.0,1.0,0.93333334,0.0,0.5762712,0.30508474,0.0,0.18952283,0.44150454,0.10233168,0.28044558,1
0.0,1.0,0.93333334,0.0,0.5762712,0.3220339,0.0,0.18952283,0.44150454,0.10233168,0.28044558,1
0.0,1.0,0.93333334,0.0,0.5762712,0.33898306,0.0,0.37530708,0.8243992,0.7833272,0.2147097,1
0.0,1.0,0.93333334,0.0,0.5762712,0.3559322,0.0,0.18952283,0.44150454,0.10233168,0.28044558,1
0.0,1.0,0.93333334,0.0,0.5762712,0.37288135,0.0,0.2977889,0.584268,0.41057804,0.6666667,1
0.0,1.0,0.93333334,0.0,0.5762712,0.3898305,0.0,0.18952283,0.44150454,0.10233168,0.28044558,1
0.0,1.0,0.93333334,0.0,0.5762712,0.40677965,0.0,0.3982879,0.2531777,0.550998,0.98010224,1
0.0,1.0,0.93333334,0.0,0.5762712,0.40677965,0.0,0.2977889,0.584268,0.41057804,0.6666667,1
0.0,1.0,0.93333334,0.0,0.5762712,0.44067797,0.0,0.2977889,0.584268,0.41057804,0.6666667,1
0.0,1.0,0.93333334,0.0,0.5762712,0.44067797,0.0,0.3982879,0.2531777,0.550998,0.98010224,1
0.0,1.0,0.93333334,0.0,0.5762712,0.47457626,0.0,0.2977889,0.584268,0.41057804,0.6666667,1
0.0,1.0,0.93333334,0.0,0.5762712,0.47457626,0.0,0.3982879,0.2531777,0.550998,0.98010224,1
0.0,1.0,0.93333334,0.0,0.5762712,0.4915254,0.0,0.3982879,0.2531777,0.550998,0.98010224,1
0.0,1.0,0.93333334,0.0,0.5762712,0.5084746,0.0,0.14955823,0.7412528,0.29953304,0.10807965,1
0.0,1.0,0.93333334,0.0,0.5762712,0.5254237,0.0,0.44475302,0.4391394,0.5559879,0.53098345,1
0.0,1.0,0.93333334,0.0,0.5762712,0.5423729,0.0,0.14955823,0.7412528,0.29953304,0.10807965,1
0.0,1.0,0.93333334,0.0,0.5762712,0.55932206,0.0,0.44475302,0.4391394,0.5559879,0.53098345,1
0.0,1.0,0.93333334,0.0,0.5762712,0.5762712,0.0,0.14955823,0.7412528,0.29953304,0.10807965,1
0.0,1.0,0.93333334,0.0,0.5762712,0.5762712,0.0,0.44475302,0.4391394,0.5559879,0.53098345,1
0.0,1.0,0.93333334,0.0,0.5762712,0.6101695,0.0,0.44475302,0.4391394,0.5559879,0.53098345,1
0.0,1.0,0.93333334,0.0,0.5762712,0.6101695,0.0,0.14955823,0.7412528,0.29953304,0.10807965,1
0.0,1.0,0.93333334,0.0,0.5762712,0.6440678,0.0,0.987121,0.23187609,0.71456695,0.42410925,1
0.0,1.0,0.93333334,0.0,0.5762712,0.6440678,0.0,0.54238325,0.8178683,0.84476286,0.4474403,1
0.0,1.0,0.93333334,0.0,0.5762712,0.66101694,0.0,0.54238325,0.8178683,0.84476286,0.4474403,1
0.0,1.0,0.93333334,0.0,0.5762712,0.6779661,0.0,0.987121,0.23187609,0.71456695,0.42410925,1
0.0,1.0,0.93333334,0.0,0.5762712,0.69491524,0.0,0.54238325,0.8178683,0.84476286,0.4474403,1
0.0,1.0,0.93333334,0.0,0.5762712,0.7118644,0.0,0.987121,0.23187609,0.71456695,0.42410925,1
0.0,1.0,0.93333334,0.0,0.5762712,0.7288136,0.0,0.54238325,0.8178683,0.84476286,0.4474403,1
0.0,1.0,0.93333334,0.0,0.5762712,0.7457627,0.0,0.5472357,0.9595636,0.09135994,0.7243305,1
0.0,1.0,0.93333334,0.0,0.5762712,0.7457627,0.0,0.987121,0.23187609,0.71456695,0.42410925,1
0.0,1.0,0.93333334,0.0,0.5762712,0.779661,0.0,0.5472357,0.9595636,0.09135994,0.7243305,1
0.0,1.0,0.93333334,0.0,0.5762712,0.779661,0.0,0.28220895,0.06848249,0.8694531,0.40228885,1
0.0,1.0,0.93333334,0.0,0.5762712,0.8135593,0.0,0.28220895,0.06848249,0.8694531,0.40228885,1
0.0,1.0,0.93333334,0.0,0.5762712,0.8135593,0.0,0.5472357,0.9595636,0.09135994,0.7243305,1
0.0,1.0,0.93333334,0.0,0.5762712,0.8305085,0.0,0.5472357,0.9595636,0.09135994,0.7243305,1
0.0,1.0,0.93333334,0.0,0.5762712,0.84745765,0.0,0.28220895,0.06848249,0.8694531,0.40228885,1
0.0,1.0,0.93333334,0.0,0.5762712,0.86440676,0.0,0.19616072,0.35306326,0.63382775,0.36838332,1
0.0,1.0,0.93333334,0.0,0.5762712,0.88135594,0.0,0.28220895,0.06848249,0.8694531,0.40228885,1
0.0,1.0,0.93333334,0.0,0.5762712,0.89830506,0.0,0.19616072,0.35306326,0.63382775,0.36838332,1
0.0,1.0,0.93333334,0.0,0.5762712,0.91525424,0.0,0.19616072,0.35306326,0.63382775,0.36838332,1
0.0,1.0,0.93333334,0.0,0.5762712,0.91525424,0.0,0.20125738,0.39647517,0.042376243,0.07968261,1
0.0,1.0,0.93333334,0.0,0.5762712,1.0,0.0,0.5526681,0.18391699,0.9410975,0.19919127,1
0.0,1.0,0.93333334,0.0,0.59322035,0.0,0.0,0.20125738,0.39647517,0.042376243,0.07968261,1
0.0,1.0,0.93333334,0.0,0.59322035,0.033898305,0.0,0.46402577,0.54631877,0.5786639,0.21188678,1
0.0,1.0,0.93333334,0.0,0.59322035,0.050847456,0.0,0.5526681,0.18391699,0.9410975,0.19919127,1
0.0,1.0,0.93333334,0.0,0.59322035,0.06779661,0.0,0.46402577,0.54631877,0.5786639,0.21188678,1
0.0,1.0,0.93333334,0.0,0.59322035,0.06779661,0.0,0.507439,0.6845655,0.00927791,0.4075227,1
0.0,1.0,0.93333334,0.0,0.59322035,0.10169491,0.0,0.46402577,0.54631877,0.5786639,0.21188678,1
0.0,1.0,0.93333334,0.0,0.59322035,0.10169491,0.0,0.507439,0.6845655,0.00927791,0.4075227,1
0.0,1.0,0.93333334,0.0,0.59322035,0.13559322,0.0,0.46402577,0.54631877,0.5786639,0.21188678,1
0.0,1.0,0.93333334,0.0,0.59322035,0.13559322,0.0,0.507439,0.6845655,0.00927791,0.4075227,1
0.0,1.0,0.93333334,0.0,0.59322035,0.15254237,0.0,0.507439,0.6845655,0.00927791,0.4075227,1
0.0,1.0,0.93333334,0.0,0.59322035,0.16949153,0.0,0.96458274,0.036453802,0.97492826,0.21423666,1
0.0,1.0,0.93333334,0.0,0.59322035,0.18644068,0.0,0.20762059,0.035263598,0.87776965,0.41347373,1
0.0,1.0,0.93333334,0.0,0.59322035,0.20338982,0.0,0.96458274,0.036453802,0.97492826,0.21423666,1
0.0,1.0,0.93333334,0.0,0.59322035,0.22033899,0.0,0.20762059,0.035263598,0.87776965,0.41347373,1
0.0,1.0,0.93333334,0.0,0.59322035,0.23728813,0.0,0.20762059,0.035263598,0.87776965,0.41347373,1
0.0,1.0,0.93333334,0.0,0.59322035,0.23728813,0.0,0.96458274,0.036453802,0.97492826,0.21423666,1
0.0,1.0,0.93333334,0.0,0.59322035,0.27118644,0.0,0.20762059,0.035263598,0.87776965,0.41347373,1
0.0,1.0,0.93333334,0.0,0.59322035,0.27118644,0.0,0.96458274,0.036453802,0.97492826,0.21423666,1
0.0,1.0,0.93333334,0.0,0.59322035,0.30508474,0.0,0.11501076,0.17874418,0.3390252,0.44715038,1
0.0,1.0,0.93333334,0.0,0.59322035,0.30508474,0.0,0.09169426,0.22050813,0.38973325,0.848188,1
0.0,1.0,0.93333334,0.0,0.59322035,0.3220339,0.0,0.11501076,0.17874418,0.3390252,0.44715038,1
0.0,1.0,0.93333334,0.0,0.59322035,0.33898306,0.0,0.09169426,0.22050813,0.38973325,0.848188,1
0.0,1.0,0.93333334,0.0,0.59322035,0.3559322,0.0,0.11501076,0.17874418,0.3390252,0.44715038,1
0.0,1.0,0.93333334,0.0,0.59322035,0.37288135,0.0,0.09169426,0.22050813,0.38973325,0.848188,1
0.0,1.0,0.93333334,0.0,0.59322035,0.3898305,0.0,0.11501076,0.17874418,0.3390252,0.44715038,1
0.0,1.0,0.93333334,0.0,0.59322035,0.40677965,0.0,0.09169426,0.22050813,0.38973325,0.848188,1
0.0,1.0,0.93333334,0.0,0.59322035,0.40677965,0.0,0.08736057,0.84383917,0.7384026,0.8944686,1
0.0,1.0,0.93333334,0.0,0.59322035,0.44067797,0.0,0.6973891,0.9184863,0.49247697,0.59122604,1
0.0,1.0,0.93333334,0.0,0.59322035,0.44067797,0.0,0.08736057,0.84383917,0.7384026,0.8944686,1
0.0,1.0,0.93333334,0.0,0.59322035,0.47457626,0.0,0.6973891,0.9184863,0.49247697,0.59122604,1
0.0,1.0,0.93333334,0.0,0.59322035,0.47457626,0.0,0.08736057,0.84383917,0.7384026,0.8944686,1
0.0,1.0,0.93333334,0.0,0.59322035,0.4915254,0.0,0.08736057,0.84383917,0.7384026,0.8944686,1
0.0,1.0,0.93333334,0.0,0.59322035,0.5084746,0.0,0.6973891,0.9184863,0.49247697,0.59122604,1
0.0,1.0,0.93333334,0.0,0.59322035,0.5254237,0.0,0.0678742,0.37122148,0.103918694,0.81585413,1
0.0,1.0,0.93333334,0.0,0.59322035,0.5423729,0.0,0.6973891,0.9184863,0.49247697,0.59122604,1
0.0,1.0,0.93333334,0.0,0.59322035,0.55932206,0.0,0.0678742,0.37122148,0.103918694,0.81585413,1
0.0,1.0,0.93333334,0.0,0.59322035,0.5762712,0.0,0.0678742,0.37122148,0.103918694,0.81585413,1
0.0,1.0,0.93333334,0.0,0.59322035,0.5762712,0.0,0.682389,0.86398107,0.049655132,0.6029755,1
0.0,1.0,0.93333334,0.0,0.59322035,0.6101695,0.0,0.0678742,0.37122148,0.103918694,0.81585413,1
0.0,1.0,0.93333334,0.0,0.59322035,0.6101695,0.0,0.682389,0.86398107,0.049655132,0.6029755,1
0.0,1.0,0.93333334,0.0,0.59322035,0.6440678,0.0,0.682389,0.86398107,0.049655132,0.6029755,1
0.0,1.0,0.93333334,0.0,0.59322035,0.6440678,0.0,0.10989883,0.50070953,0.5101477,0.99426264,1
0.0,1.0,0.93333334,0.0,0.59322035,0.66101694,0.0,0.10989883,0.50070953,0.5101477,0.99426264,1
0.0,1.0,0.93333334,0.0,0.59322035,0.6779661,0.0,0.682389,0.86398107,0.049655132,0.6029755,1
0.0,1.0,0.93333334,0.0,0.59322035,0.69491524,0.0,0.10989883,0.50070953,0.5101477,0.99426264,1
0.0,1.0,0.93333334,0.0,0.59322035,0.7118644,0.0,0.26984876,0.1313344,0.023881463,0.98275733,1
0.0,1.0,0.93333334,0.0,0.59322035,0.7288136,0.0,0.10989883,0.50070953,0.5101477,0.99426264,1
0.0,1.0,0.93333334,0.0,0.59322035,0.7457627,0.0,0.517846,0.8031281,0.96800035,0.3316396,1
0.0,1.0,0.93333334,0.0,0.59322035,0.7457627,0.0,0.26984876,0.1313344,0.023881463,0.98275733,1
0.0,1.0,0.93333334,0.0,0.59322035,0.779661,0.0,0.26984876,0.1313344,0.023881463,0.98275733,1
0.0,1.0,0.93333334,0.0,0.59322035,0.779661,0.0,0.517846,0.8031281,0.96800035,0.3316396,1
0.0,1.0,0.93333334,0.0,0.59322035,0.8135593,0.0,0.517846,0.8031281,0.96800035,0.3316396,1
0.0,1.0,0.93333334,0.0,0.59322035,0.8135593,0.0,0.26984876,0.1313344,0.023881463,0.98275733,1
0.0,1.0,0.93333334,0.0,0.59322035,0.8305085,0.0,0.517846,0.8031281,0.96800035,0.3316396,1
0.0,1.0,0.93333334,0.0,0.59322035,0.84745765,0.0,0.7506447,0.97914094,0.6962705,0.28003356,1
0.0,1.0,0.93333334,0.0,0.59322035,0.86440676,0.0,0.22233073,0.7343252,0.028886652,0.990631,1
0.0,1.0,0.93333334,0.0,0.59322035,0.88135594,0.0,0.7506447,0.97914094,0.6962705,0.28003356,1
0.0,1.0,0.93333334,0.0,0.59322035,0.89830506,0.0,0.22233073,0.7343252,0.028886652,0.990631,1
0.0,1.0,0.93333334,0.0,0.59322035,0.91525424,0.0,0.7506447,0.97914094,0.6962705,0.28003356,1
0.0,1.0,0.93333334,0.0,0.59322035,0.91525424,0.0,0.22233073,0.7343252,0.028886652,0.990631,1
0.0,1.0,0.93333334,0.0,0.59322035,0.9830508,0.0,0.3885676,0.17734036,0.49424708,0.83108264,1
0.0,1.0,0.93333334,0.0,0.59322035,0.9830508,0.0,0.42505303,0.5487449,0.015381798,0.4396887,1
0.0,1.0,0.93333334,0.0,0.59322035,1.0,0.0,0.3885676,0.17734036,0.49424708,0.83108264,1
0.0,1.0,0.93333334,0.0,0.6101695,0.0,0.0,0.42505303,0.5487449,0.015381798,0.4396887,1
0.0,1.0,0.93333334,0.0,0.6101695,0.033898305,0.0,0.42505303,0.5487449,0.015381798,0.4396887,1
0.0,1.0,0.93333334,0.0,0.6101695,0.050847456,0.0,0.3885676,0.17734036,0.49424708,0.83108264,1
0.0,1.0,0.93333334,0.0,0.6101695,0.06779661,0.0,0.42505303,0.5487449,0.015381798,0.4396887,1
0.0,1.0,0.93333334,0.0,0.6101695,0.06779661,0.0,0.07916622,0.709926,0.94147897,0.33691922,1
0.0,1.0,0.93333334,0.0,0.6101695,0.10169491,0.0,0.011124167,0.15471122,0.9313923,0.4482185,1
0.0,1.0,0.93333334,0.0,0.6101695,0.10169491,0.0,0.07916622,0.709926,0.94147897,0.33691922,1
0.0,1.0,0.93333334,0.0,0.6101695,0.13559322,0.0,0.07916622,0.709926,0.94147897,0.33691922,1
0.0,1.0,0.93333334,0.0,0.6101695,0.13559322,0.0,0.011124167,0.15471122,0.9313923,0.4482185,1
0.0,1.0,0.93333334,0.0,0.6101695,0.15254237,0.0,0.07916622,0.709926,0.94147897,0.33691922,1
0.0,1.0,0.93333334,0.0,0.6101695,0.16949153,0.0,0.011124167,0.15471122,0.9313923,0.4482185,1
0.0,1.0,0.93333334,0.0,0.6101695,0.18644068,0.0,0.349427,0.8359655,0.89185435,0.35284963,1
0.0,1.0,0.93333334,0.0,0.6101695,0.20338982,0.0,0.011124167,0.15471122,0.9313923,0.4482185,1
0.0,1.0,0.93333334,0.0,0.6101695,0.22033899,0.0,0.349427,0.8359655,0.89185435,0.35284963,1
0.0,1.0,0.93333334,0.0,0.6101695,0.23728813,0.0,0.349427,0.8359655,0.89185435,0.35284963,1
0.0,1.0,0.93333334,0.0,0.6101695,0.23728813,0.0,0.888209,0.06881819,0.018540561,0.5209735,1
0.0,1.0,0.93333334,0.0,0.6101695,0.27118644,0.0,0.349427,0.8359655,0.89185435,0.35284963,1
0.0,1.0,0.93333334,0.0,0.6101695,0.27118644,0.0,0.888209,0.06881819,0.018540561,0.5209735,1
0.0,1.0,0.93333334,0.0,0.6101695,0.30508474,0.0,0.888209,0.06881819,0.018540561,0.5209735,1
0.0,1.0,0.93333334,0.0,0.6101695,0.30508474,0.0,0.36256543,0.88599986,0.40978453,0.99931335,1
0.0,1.0,0.93333334,0.0,0.6101695,0.3220339,0.0,0.36256543,0.88599986,0.40978453,0.99931335,1
0.0,1.0,0.93333334,0.0,0.6101695,0.33898306,0.0,0.888209,0.06881819,0.018540561,0.5209735,1
0.0,1.0,0.93333334,0.0,0.6101695,0.3559322,0.0,0.36256543,0.88599986,0.40978453,0.99931335,1
0.0,1.0,0.93333334,0.0,0.6101695,0.37288135,0.0,0.48770848,0.508278,0.11078557,0.6827192,1
0.0,1.0,0.93333334,0.0,0.6101695,0.3898305,0.0,0.36256543,0.88599986,0.40978453,0.99931335,1
0.0,1.0,0.93333334,0.0,0.6101695,0.40677965,0.0,0.5725665,0.64303046,0.45356467,0.7890135,1
0.0,1.0,0.93333334,0.0,0.6101695,0.40677965,0.0,0.48770848,0.508278,0.11078557,0.6827192,1
0.0,1.0,0.93333334,0.0,0.6101695,0.44067797,0.0,0.48770848,0.508278,0.11078557,0.6827192,1
0.0,1.0,0.93333334,0.0,0.6101695,0.44067797,0.0,0.5725665,0.64303046,0.45356467,0.7890135,1
0.0,1.0,0.93333334,0.0,0.6101695,0.47457626,0.0,0.5725665,0.64303046,0.45356467,0.7890135,1
0.0,1.0,0.93333334,0.0,0.6101695,0.47457626,0.0,0.48770848,0.508278,0.11078557,0.6827192,1
0.0,1.0,0.93333334,0.0,0.6101695,0.4915254,0.0,0.5725665,0.64303046,0.45356467,0.7890135,1
0.0,1.0,0.93333334,0.0,0.6101695,0.5084746,0.0,0.61724627,0.83886474,0.3321278,0.41663232,1
0.0,1.0,0.93333334,0.0,0.6101695,0.5254237,0.0,0.7277097,0.055725947,0.55778855,0.7911803,1
0.0,1.0,0.93333334,0.0,0.6101695,0.5423729,0.0,0.61724627,0.83886474,0.3321278,0.41663232,1
0.0,1.0,0.93333334,0.0,0.6101695,0.55932206,0.0,0.7277097,0.055725947,0.55778855,0.7911803,1
0.0,1.0,0.93333334,0.0,0.6101695,0.5762712,0.0,0.61724627,0.83886474,0.3321278,0.41663232,1
0.0,1.0,0.93333334,0.0,0.6101695,0.5762712,0.0,0.7277097,0.055725947,0.55778855,0.7911803,1
0.0,1.0,0.93333334,0.0,0.6101695,0.6101695,0.0,0.7277097,0.055725947,0.55778855,0.7911803,1
0.0,1.0,0.93333334,0.0,0.6101695,0.6101695,0.0,0.61724627,0.83886474,0.3321278,0.41663232,1
0.0,1.0,0.93333334,0.0,0.6101695,0.6440678,0.0,0.17993988,0.81481653,0.5520051,0.3474632,1
0.0,1.0,0.93333334,0.0,0.6101695,0.6440678,0.0,0.3540964,0.8819715,0.9468504,0.07296864,1
0.0,1.0,0.93333334,0.0,0.6101695,0.66101694,0.0,0.3540964,0.8819715,0.9468504,0.07296864,1
0.0,1.0,0.93333334,0.0,0.6101695,0.6779661,0.0,0.17993988,0.81481653,0.5520051,0.3474632,1
0.0,1.0,0.93333334,0.0,0.6101695,0.69491524,0.0,0.3540964,0.8819715,0.9468504,0.07296864,1
0.0,1.0,0.93333334,0.0,0.6101695,0.7118644,0.0,0.17993988,0.81481653,0.5520051,0.3474632,1
0.0,1.0,0.93333334,0.0,0.6101695,0.7288136,0.0,0.3540964,0.8819715,0.9468504,0.07296864,1
0.0,1.0,0.93333334,0.0,0.6101695,0.7457627,0.0,0.57615244,0.71180284,0.9953763,0.9218433,1
0.0,1.0,0.93333334,0.0,0.6101695,0.7457627,0.0,0.17993988,0.81481653,0.5520051,0.3474632,1
0.0,1.0,0.93333334,0.0,0.6101695,0.779661,0.0,0.57615244,0.71180284,0.9953763,0.9218433,1
0.0,1.0,0.93333334,0.0,0.6101695,0.779661,0.0,0.5875055,0.81681544,0.4840841,0.63375294,1
0.0,1.0,0.93333334,0.0,0.6101695,0.8135593,0.0,0.5875055,0.81681544,0.4840841,0.63375294,1
0.0,1.0,0.93333334,0.0,0.6101695,0.8135593,0.0,0.57615244,0.71180284,0.9953763,0.9218433,1
0.0,1.0,0.93333334,0.0,0.6101695,0.8305085,0.0,0.57615244,0.71180284,0.9953763,0.9218433,1
0.0,1.0,0.93333334,0.0,0.6101695,0.84745765,0.0,0.5875055,0.81681544,0.4840841,0.63375294,1
0.0,1.0,0.93333334,0.0,0.6101695,0.86440676,0.0,0.24750888,0.35593194,0.46909907,0.77634853,1
0.0,1.0,0.93333334,0.0,0.6101695,0.88135594,0.0,0.5875055,0.81681544,0.4840841,0.63375294,1
0.0,1.0,0.93333334,0.0,0.6101695,0.89830506,0.0,0.24750888,0.35593194,0.46909907,0.77634853,1
0.0,1.0,0.93333334,0.0,0.6101695,0.91525424,0.0,0.24750888,0.35593194,0.46909907,0.77634853,1
0.0,1.0,0.93333334,0.0,0.6101695,0.91525424,0.0,0.7142661,0.52625316,0.7905909,0.04759289,1
0.0,1.0,0.93333334,0.0,0.62711865,0.033898305,0.0,0.41063282,0.57196915,0.8888329,0.050751507,1
0.0,1.0,0.93333334,0.0,0.62711865,0.050847456,0.0,0.27050492,0.72584116,0.94830006,0.3871519,1
0.0,1.0,0.93333334,0.0,0.62711865,0.06779661,0.0,0.41063282,0.57196915,0.8888329,0.050751507,1
0.0,1.0,0.93333334,0.0,0.62711865,0.06779661,0.0,0.048052125,0.8577554,0.1639657,0.9905242,1
0.0,1.0,0.93333334,0.0,0.62711865,0.10169491,0.0,0.048052125,0.8577554,0.1639657,0.9905242,1
0.0,1.0,0.93333334,0.0,0.62711865,0.10169491,0.0,0.41063282,0.57196915,0.8888329,0.050751507,1
0.0,1.0,0.93333334,0.0,0.62711865,0.13559322,0.0,0.41063282,0.57196915,0.8888329,0.050751507,1
0.0,1.0,0.93333334,0.0,0.62711865,0.13559322,0.0,0.048052125,0.8577554,0.1639657,0.9905242,1
0.0,1.0,0.93333334,0.0,0.62711865,0.15254237,0.0,0.048052125,0.8577554,0.1639657,0.9905242,1
0.0,1.0,0.93333334,0.0,0.62711865,0.16949153,0.0,0.08285902,0.4141909,0.70031434,0.69520104,1
0.0,1.0,0.93333334,0.0,0.62711865,0.18644068,0.0,0.6507714,0.25134662,0.53430384,0.43387502,1
0.0,1.0,0.93333334,0.0,0.62711865,0.20338982,0.0,0.08285902,0.4141909,0.70031434,0.69520104,1
0.0,1.0,0.93333334,0.0,0.62711865,0.22033899,0.0,0.6507714,0.25134662,0.53430384,0.43387502,1
0.0,1.0,0.93333334,0.0,0.62711865,0.23728813,0.0,0.08285902,0.4141909,0.70031434,0.69520104,1
0.0,1.0,0.93333334,0.0,0.62711865,0.23728813,0.0,0.6507714,0.25134662,0.53430384,0.43387502,1
0.0,1.0,0.93333334,0.0,0.62711865,0.27118644,0.0,0.6507714,0.25134662,0.53430384,0.43387502,1
0.0,1.0,0.93333334,0.0,0.62711865,0.27118644,0.0,0.08285902,0.4141909,0.70031434,0.69520104,1
0.0,1.0,0.93333334,0.0,0.62711865,0.30508474,0.0,0.23731555,0.59960324,0.25419644,0.5457237,1
0.0,1.0,0.93333334,0.0,0.62711865,0.30508474,0.0,0.27953854,0.80500495,0.7688152,0.98721296,1
0.0,1.0,0.93333334,0.0,0.62711865,0.3220339,0.0,0.27953854,0.80500495,0.7688152,0.98721296,1
0.0,1.0,0.93333334,0.0,0.62711865,0.33898306,0.0,0.23731555,0.59960324,0.25419644,0.5457237,1
0.0,1.0,0.93333334,0.0,0.62711865,0.3559322,0.0,0.27953854,0.80500495,0.7688152,0.98721296,1
0.0,1.0,0.93333334,0.0,0.62711865,0.37288135,0.0,0.23731555,0.59960324,0.25419644,0.5457237,1
0.0,1.0,0.93333334,0.0,0.62711865,0.3898305,0.0,0.27953854,0.80500495,0.7688152,0.98721296,1
0.0,1.0,0.93333334,0.0,0.62711865,0.40677965,0.0,0.23731555,0.59960324,0.25419644,0.5457237,1
0.0,1.0,0.93333334,0.0,0.62711865,0.40677965,0.0,0.9945371,0.205066,0.41456082,0.10025177,1
0.0,1.0,0.93333334,0.0,0.62711865,0.44067797,0.0,0.8111486,0.12539864,0.042681437,0.0022888533,1
